,cms_Unnamed: 0,cms_id,cms_address,cms_city,cms_location,cms_county_name,cms_emergency_services,cms_geocode_accuracy,cms_geocode_flag,cms_hospital_name,cms_hospital_ownership,cms_hospital_type,cms_lat,cms_lng,cms_phone_number,cms_state,cms_COUNTYFP,cms_COUNTYNS,cms_url,cms_zip_code,cms_provider_id_int,cms_provider_id_raw,cms_RPT_REC_NUM,cms_icu_beds,cms_burn_beds,cms_surg_icu_beds,cms_coronary_beds,cms_acute_beds,cms_total_med_beds,cms_subprovider_ipf_beds,cms_subprovider_irf_beds,cms_subprovider_oth_beds,cms_skilled_nursing_beds,cms_nursing_fac_beds,cms_oth_longterm_beds,cms_hospice_beds,cms_all_beds,cms_geometry,cms_index_right,cms_STATEFP,cms_GEOID,cms_NAME,cms_NAMELSAD,cms_cnty_fips,cms_full_addy,cms_name_fips,hifld_X,hifld_Y,hifld_OBJECTID,hifld_ID,hifld_NAME,hifld_ADDRESS,hifld_CITY,hifld_STATE,hifld_ZIP,hifld_ZIP4,hifld_TELEPHONE,hifld_TYPE,hifld_STATUS,hifld_POPULATION,hifld_COUNTY,hifld_COUNTYFIPS,hifld_COUNTRY,hifld_LATITUDE,hifld_LONGITUDE,hifld_NAICS_CODE,hifld_NAICS_DESC,hifld_SOURCE,hifld_SOURCEDATE,hifld_VAL_METHOD,hifld_VAL_DATE,hifld_WEBSITE,hifld_STATE_ID,hifld_ALT_NAME,hifld_ST_FIPS,hifld_OWNER,hifld_TTL_STAFF,hifld_BEDS,hifld_TRAUMA,hifld_HELIPAD,hifld_full_addy,hifld_name_fips
3302,4078.0,19166.0,275 WEST MACARTHUR BOULEVARD,OAKLAND,,ALAMEDA,True,,0.0,KAISER FOUNDATION HOSPITAL  OAKLAND RICHMOND,Voluntary non-profit - Private,Acute Care Hospitals,37.823857,-122.257589,(510) 752-1000,CA,1.0,1675839.0,https://data.medicare.gov/resource/xubh-q36u/row-s8y7~merd_qtct,94611.0,50075.0,50075,662316.0,50.0,,,,291.0,365.0,,,,,,,,365.0,POINT (-122.257589 37.823857),2097.0,6.0,6001.0,Alameda,Alameda County,6001.0,275 WEST MACARTHUR BLVD OAKLAND CA,KAISER FOUNDATION HOSPITAL  OAKLAND RICHMOND - 06001,-122.25746671799999,37.824664621000046,4798.0,19294611.0,KAISER FND HOSP  OAKLAND CAMPUS,275 WEST MACARTHUR BOULEVARD,OAKLAND,CA,94611.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,315.0,ALAMEDA,06001,USA,37.824664621000096,-122.25746671799999,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,315.0,NOT AVAILABLE,N,275 WEST MACARTHUR BLVD OAKLAND CA,KAISER FND HOSP  OAKLAND CAMPUS - 06001
3303,4209.0,18354.0,27200 CALAROGA AVE,HAYWARD,,ALAMEDA,True,,0.0,ST ROSE HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,37.63291,-122.089742,(510) 782-6200,CA,1.0,1675839.0,https://data.medicare.gov/resource/xubh-q36u/row-mad2-q4zt.hret,94545.0,50002.0,50002,660749.0,15.0,,,,180.0,195.0,,,,,,,,195.0,POINT (-122.089742 37.63291),2097.0,6.0,6001.0,Alameda,Alameda County,6001.0,27200 CALAROGA AVE HAYWARD CA,ST ROSE HOSPITAL - 06001,-122.08791253399994,37.633441993000076,80.0,46694545.0,ST ROSE HOSPITAL,27200 CALAROGA AVENUE,HAYWARD,CA,94545.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,217.0,ALAMEDA,06001,USA,37.633441993000105,-122.087912534,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.srhca.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,217.0,NOT AVAILABLE,N,27200 CALAROGA AVE HAYWARD CA,ST ROSE HOSPITAL - 06001
3304,4372.0,20368.0,2450 ASHBY AVENUE,BERKELEY,,ALAMEDA,True,,0.0,ALTA BATES SUMMIT MEDICAL CENTER  ALTA BATES CAMP,Voluntary non-profit - Private,Acute Care Hospitals,37.856488,-122.257329,(510) 204-4444,CA,1.0,1675839.0,https://data.medicare.gov/resource/xubh-q36u/row-x8am.fvn9.9rvh,94705.0,50305.0,50305,657655.0,30.0,,,,252.0,337.0,63.0,,,,,,,400.0,POINT (-122.257329 37.856488),2097.0,6.0,6001.0,Alameda,Alameda County,6001.0,2450 ASHBY AVE BERKELEY CA,ALTA BATES SUMMIT MEDICAL CENTER  ALTA BATES CAMP - 06001,-122.257265691,37.855876369000036,1923.0,994705.0,ALTA BATES SUMMIT MED CTR ALTA BATES CAMPUS,2450 ASHBY AVENUE,BERKELEY,CA,94705.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,347.0,ALAMEDA,06001,USA,37.855876369,-122.257265691,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.altabatessummit.com,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,347.0,NOT AVAILABLE,N,2450 ASHBY AVE BERKELEY CA,ALTA BATES SUMMIT MED CTR ALTA BATES CAMPUS - 06001
3305,4509.0,16060.0,747 52ND STREET,OAKLAND,,ALAMEDA,True,,0.0,CHILDREN S HOSPITAL  RESEARCH CENTER OAKLAND,Voluntary non-profit - Private,Childrens,37.837326,-122.267741,(510) 428-3000,CA,1.0,1675839.0,https://data.medicare.gov/resource/xubh-q36u/row-n7ad_497y.9ize,94609.0,53301.0,53301,640352.0,23.0,,,,123.0,190.0,,,,,,,,190.0,POINT (-122.267741 37.837326),2097.0,6.0,6001.0,Alameda,Alameda County,6001.0,747 52ND ST OAKLAND CA,CHILDREN S HOSPITAL  RESEARCH CENTER OAKLAND - 06001,-122.26742072099992,37.83703736100005,4795.0,6494609.0,CHILDRENS HOSPITAL AND RESEARCH CTR AT OAKLAND,747 52ND STREET,OAKLAND,CA,94609.0,NOT AVAILABLE,NOT AVAILABLE,CHILDREN,OPEN,190.0,ALAMEDA,06001,USA,37.8370373610001,-122.26742072100001,622110.0,"CHILDREN'S HOSPITALS, GENERAL",http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.childrenshospitaloakland.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,190.0,LEVEL I PEDIATRIC,Y,747 52ND ST OAKLAND CA,CHILDRENS HOSPITAL AND RESEARCH CTR AT OAKLAND - 06001
3333,1937.0,19364.0,733 CEDAR ST,GARBERVILLE,,HUMBOLDT,True,,0.0,JEROLD PHELPS COMMUNITY HOSPITAL,Government - Hospital District or Authority,Critical Access Hospitals,40.101491,-123.792756,(707) 923-3921,CA,23.0,1681908.0,https://data.medicare.gov/resource/xubh-q36u/row-xasy~ndp2-8fte,95542.0,51309.0,51309,640488.0,,,,,9.0,9.0,,,,8.0,,,,17.0,POINT (-123.792756 40.101491),1610.0,6.0,6023.0,Humboldt,Humboldt County,6023.0,733 CEDAR ST GARBERVILLE CA,JEROLD PHELPS COMMUNITY HOSPITAL - 06023,-123.79225462899996,40.10167815900007,947.0,17595542.0,JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR STREET,GARBERVILLE,CA,95542.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,17.0,HUMBOLDT,06023,USA,40.1016781590001,-123.792254629,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.shchd.org,NOT AVAILABLE,NOT AVAILABLE,6.0,GOVERNMENT - DISTRICT/AUTHORITY,-999.0,17.0,NOT AVAILABLE,N,733 CEDAR ST GARBERVILLE CA,JEROLD PHELPS COMMUNITY HOSPITAL - 06023
3334,2418.0,19926.0,3800 JANES RD,ARCATA,,HUMBOLDT,True,,0.0,MAD RIVER COMMUNITY HOSPITAL,Proprietary,Acute Care Hospitals,40.903309,-124.090847,(707) 822-3621,CA,23.0,1681908.0,https://data.medicare.gov/resource/xubh-q36u/row-qduv~9itb_454t,95521.0,50028.0,50028,658097.0,8.0,,,,70.0,78.0,,,,,,,,78.0,POINT (-124.090847 40.903309),1610.0,6.0,6023.0,Humboldt,Humboldt County,6023.0,3800 JANES RD ARCATA CA,MAD RIVER COMMUNITY HOSPITAL - 06023,-124.09118922199998,40.89605658600005,4573.0,27195521.0,MAD RIVER COMMUNITY HOSPITAL,3800 JANES ROAD,ARCATA,CA,95521.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,78.0,HUMBOLDT,06023,USA,40.896056586,-124.09118922200001,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.madriverhospital.com,NOT AVAILABLE,NOT AVAILABLE,6.0,PROPRIETARY,-999.0,78.0,NOT AVAILABLE,Y,3800 JANES RD ARCATA CA,MAD RIVER COMMUNITY HOSPITAL - 06023
3335,3000.0,19912.0,3300 RENNER DRIVE,FORTUNA,,HUMBOLDT,True,,0.0,REDWOOD MEMORIAL HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,40.583071,-124.135942,(707) 445-8121,CA,23.0,1681908.0,https://data.medicare.gov/resource/xubh-q36u/row-npjr_8pdg.y2ky,95540.0,51318.0,51318,647871.0,4.0,,,,21.0,25.0,,,,,,,,25.0,POINT (-124.135942 40.583071),1610.0,6.0,6023.0,Humboldt,Humboldt County,6023.0,3300 RENNER DR FORTUNA CA,REDWOOD MEMORIAL HOSPITAL - 06023,-124.13640529299994,40.582624915000046,2735.0,37195540.0,REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,CA,95540.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,35.0,HUMBOLDT,06023,USA,40.5826249150001,-124.136405293,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.redwoodmemorial.org/,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,35.0,NOT AVAILABLE,N,3300 RENNER DR FORTUNA CA,REDWOOD MEMORIAL HOSPITAL - 06023
3336,3713.0,19635.0,2700 DOLBEER ST,EUREKA,,HUMBOLDT,True,,0.0,ST JOSEPH HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,40.783103,-124.14203899999998,(707) 445-8121,CA,23.0,1681908.0,https://data.medicare.gov/resource/xubh-q36u/row-2tjd-xmnr-if78,95501.0,50006.0,50006,658091.0,20.0,,,,113.0,133.0,,15.0,,,,,,148.0,POINT (-124.142039 40.783103),1610.0,6.0,6023.0,Humboldt,Humboldt County,6023.0,2700 DOLBEER ST EUREKA CA,ST JOSEPH HOSPITAL - 06023,-124.14223690600001,40.784121850000076,1957.0,45795501.0,ST JOSEPH HOSPITAL  EUREKA,2700 DOLBEER STREET,EUREKA,CA,95501.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,138.0,HUMBOLDT,06023,USA,40.7841218500001,-124.14223690600001,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.stjosepheureka.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,138.0,NOT AVAILABLE,Y,2700 DOLBEER ST EUREKA CA,ST JOSEPH HOSPITAL  EUREKA - 06023
3528,2161.0,20468.0,200 MISSION BLVD,JACKSON,,AMADOR,True,,0.0,SUTTER AMADOR HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,38.349561,-120.765905,(209) 223-7500,CA,5.0,1675841.0,https://data.medicare.gov/resource/xubh-q36u/row-s5bi-egin.834t,95642.0,50014.0,50014,657605.0,6.0,,,,46.0,52.0,,,,,,,,52.0,POINT (-120.765905 38.349561),2723.0,6.0,6005.0,Amador,Amador County,6005.0,200 MISSION BLVD JACKSON CA,SUTTER AMADOR HOSPITAL - 06005,-120.76434116999997,38.350117009000016,4778.0,47295642.0,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,95642.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,52.0,AMADOR,06005,USA,38.350117009,-120.76434117,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.sutteramador.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,52.0,NOT AVAILABLE,Y,200 MISSION BLVD JACKSON CA,SUTTER AMADOR HOSPITAL - 06005
3558,2208.0,20045.0,726 4TH ST,MARYSVILLE,,YUBA,True,,0.0,ADVENTIST HEALTH AND RIDEOUT,Government - Federal,Acute Care Hospitals,39.138832,-121.593622,(530) 749-4300,CA,115.0,277322.0,https://data.medicare.gov/resource/xubh-q36u/row-ena2_rmjt-rgun,95901.0,50133.0,50133,662157.0,24.0,,,,179.0,209.0,,,,,,,,209.0,POINT (-121.593622 39.138832),1466.0,6.0,6115.0,Yuba,Yuba County,6115.0,726 4TH ST MARYSVILLE CA,ADVENTIST HEALTH AND RIDEOUT - 06115,-121.59391248299994,39.13800499300004,4781.0,37595901.0,RIDEOUT MEMORIAL HOSPITAL,726 FOURTH ST,MARYSVILLE,CA,95901.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,173.0,YUBA,06115,USA,39.138004993,-121.593912483,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.frhg.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,173.0,LEVEL III,Y,726 4TH ST MARYSVILLE CA,RIDEOUT MEMORIAL HOSPITAL - 06115
3665,2340.0,16276.0,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,,TEHAMA,True,,0.0,ST ELIZABETH COMMUNITY HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,40.148834,-122.218303,(530) 529-8012,CA,103.0,1692767.0,https://data.medicare.gov/resource/xubh-q36u/row-dkn8-s4d5-e6eg,96080.0,50042.0,50042,657608.0,8.0,,,,41.0,49.0,,,,,,,,49.0,POINT (-122.218303 40.148834),1953.0,6.0,6103.0,Tehama,Tehama County,6103.0,2550 SISTER MARY COLUMBA DR RED BLUFF CA,ST ELIZABETH COMMUNITY HOSPITAL - 06103,-122.21905250599994,40.148494984000074,4760.0,44896080.0,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,96080.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,76.0,TEHAMA,06103,USA,40.1484949840001,-122.219052506,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.mercy.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,76.0,LEVEL III,Y,2550 SISTER MARY COLUMBA DR RED BLUFF CA,ST ELIZABETH COMMUNITY HOSPITAL - 06103
3737,2442.0,15973.0,15630 18TH AVE - HWY 53,CLEARLAKE,,LAKE,True,ROOFTOP,1.0,ADVENTIST HEALTH CLEARLAKE,Voluntary non-profit - Church,Critical Access Hospitals,38.9353458,-122.6200816,(707) 994-6486,CA,33.0,277281.0,https://data.medicare.gov/resource/xubh-q36u/row-hud3~fp2e-cmcb,95422.0,51317.0,51317,628920.0,4.0,,,,21.0,25.0,,,,,,,,25.0,POINT (-122.6200816 38.9353458),2810.0,6.0,6033.0,Lake,Lake County,6033.0,15630 18TH AVE  HWY 53 CLEARLAKE CA,ADVENTIST HEALTH CLEARLAKE - 06033,-122.62014453200001,38.93561885500004,92.0,45295422.0,ST HELENA HOSPITAL  CLEARLAKE,15630 18TH AVE - HWY 53,CLEARLAKE,CA,95422.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,32.0,LAKE,06033,USA,38.935618855,-122.62014453200001,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.adventisthealth.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,32.0,NOT AVAILABLE,Y,15630 18TH AVE  HWY 53 CLEARLAKE CA,ST HELENA HOSPITAL  CLEARLAKE - 06033
3738,3092.0,16813.0,5176 HILL ROAD EAST,LAKEPORT,,LAKE,True,,0.0,SUTTER LAKESIDE HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,39.105175,-122.90823799999998,(707) 262-5000,CA,33.0,277281.0,https://data.medicare.gov/resource/xubh-q36u/row-eiws_bxxs~n9dn,95453.0,51329.0,51329,627142.0,4.0,,,,26.0,30.0,,,,,,,,30.0,POINT (-122.908238 39.105175),2810.0,6.0,6033.0,Lake,Lake County,6033.0,5176 HILL RD EAST LAKEPORT CA,SUTTER LAKESIDE HOSPITAL - 06033,-122.90668997599995,39.10495346700003,4830.0,47995453.0,SUTTER LAKESIDE HOSPITAL,5176 HILL ROAD EAST,LAKEPORT,CA,95453.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,30.0,LAKE,06033,USA,39.104953467,-122.90668997600001,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.sutterlakeside.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,30.0,LEVEL IV,Y,5176 HILL RD EAST LAKEPORT CA,SUTTER LAKESIDE HOSPITAL - 06033
3843,2591.0,17859.0,ONE MEDICAL PLAZA,ROSEVILLE,,PLACER,True,ROOFTOP,1.0,SUTTER ROSEVILLE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,38.765635,-121.2495341,(916) 781-1000,CA,61.0,277295.0,https://data.medicare.gov/resource/xubh-q36u/row-7pqk_vf4j.mujz,95661.0,50309.0,50309,660763.0,32.0,,,,225.0,273.0,,55.0,,,,,,328.0,POINT (-121.2495341 38.765635),552.0,6.0,6061.0,Placer,Placer County,6061.0,ONE MEDICAL PLAZA ROSEVILLE CA,SUTTER ROSEVILLE MEDICAL CENTER - 06061,-121.24930864399994,38.766159997000045,4842.0,48495661.0,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,CA,95661.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,328.0,PLACER,06061,USA,38.766159996999995,-121.249308644,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.sutterroseville.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,328.0,LEVEL II,Y,ONE MEDICAL PLAZA ROSEVILLE CA,SUTTER ROSEVILLE MEDICAL CENTER - 06061
3844,3956.0,16256.0,1600 EUREKA ROAD,ROSEVILLE,,PLACER,True,,0.0,KAISER FOUNDATION HOSPITAL  ROSEVILLE,Voluntary non-profit - Private,Acute Care Hospitals,38.746698,-121.247166,(916) 784-4000,CA,61.0,277295.0,https://data.medicare.gov/resource/xubh-q36u/row-egy3~g4id-36a5,95661.0,50772.0,50772,657701.0,30.0,,,,258.0,336.0,,,,,,,,336.0,POINT (-121.247166 38.74669799999999),552.0,6.0,6061.0,Placer,Placer County,6061.0,1600 EUREKA RD ROSEVILLE CA,KAISER FOUNDATION HOSPITAL  ROSEVILLE - 06061,-121.25093919999996,38.746805869000056,4841.0,19895661.0,KAISER FND HOSP  ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,340.0,PLACER,06061,USA,38.7468058690001,-121.2509392,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.kaiserpermanente.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,340.0,NOT AVAILABLE,N,1600 EUREKA RD ROSEVILLE CA,KAISER FND HOSP  ROSEVILLE - 06061
3845,3957.0,19369.0,11815 EDUCATION STREET,AUBURN,,PLACER,True,,0.0,SUTTER AUBURN FAITH HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,38.944317,-121.099423,(530) 888-4500,CA,61.0,277295.0,https://data.medicare.gov/resource/xubh-q36u/row-z26g.4uvw-2fvu,95603.0,50498.0,50498,657675.0,8.0,,,,56.0,64.0,,,,,,,,64.0,POINT (-121.099423 38.944317),552.0,6.0,6061.0,Placer,Placer County,6061.0,11815 EDUCATION ST AUBURN CA,SUTTER AUBURN FAITH HOSPITAL - 06061,-121.10074821999996,38.94510371800005,2724.0,47395602.0,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95602.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,64.0,PLACER,06061,USA,38.945103718,-121.10074822,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.sutterhealth.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,64.0,NOT AVAILABLE,N,11815 EDUCATION ST AUBURN CA,SUTTER AUBURN FAITH HOSPITAL - 06061
4012,4136.0,17754.0,444 BRUCE STREET,YREKA,,SISKIYOU,True,,0.0,FAIRCHILD MEDICAL CENTER,Voluntary non-profit - Other,Critical Access Hospitals,41.718579,-122.645457,(530) 842-4121,CA,93.0,277311.0,https://data.medicare.gov/resource/xubh-q36u/row-wj65.hzqw~ibav,96097.0,51316.0,51316,629089.0,4.0,,,,21.0,25.0,,,,,,,,25.0,POINT (-122.645457 41.718579),2977.0,6.0,6093.0,Siskiyou,Siskiyou County,6093.0,444 BRUCE ST YREKA CA,FAIRCHILD MEDICAL CENTER - 06093,-122.64571655499998,41.719373308000044,4863.0,12796097.0,FAIRCHILD MEDICAL CENTER,444 BRUCE STREET,YREKA,CA,96097.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,28.0,SISKIYOU,06093,USA,41.7193733080001,-122.645716555,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.fairchildmed.org,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,28.0,NOT AVAILABLE,N,444 BRUCE ST YREKA CA,FAIRCHILD MEDICAL CENTER - 06093
4021,2903.0,16302.0,333 MERCY AVENUE,MERCED,,MERCED,True,,0.0,MERCY MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,37.340122,-120.465214,(209) 564-5000,CA,47.0,277288.0,https://data.medicare.gov/resource/xubh-q36u/row-w9t4~7ucu~gmfz,95340.0,50444.0,50444,660769.0,20.0,,,,166.0,186.0,,,,,,,,186.0,POINT (-120.465214 37.34012199999999),2311.0,6.0,6047.0,Merced,Merced County,6047.0,333 MERCY AVE MERCED CA,MERCY MEDICAL CENTER - 06047,-120.46752826499994,37.33985565500005,2726.0,29095340.0,MERCY MEDICAL CENTER  MERCED,333  MERCY AVENUE,MERCED,CA,95340.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,186.0,MERCED,06047,USA,37.3398556550001,-120.467528265,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.mercymercedcares.org/index.htm,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,186.0,NOT AVAILABLE,Y,333 MERCY AVE MERCED CA,MERCY MEDICAL CENTER  MERCED - 06047
4022,3041.0,17638.0,520 WEST I ST,LOS BANOS,,MERCED,True,,0.0,MEMORIAL HOSPITAL LOS BANOS,Voluntary non-profit - Private,Acute Care Hospitals,37.063431,-120.859407,(209) 826-0591,CA,47.0,277288.0,https://data.medicare.gov/resource/xubh-q36u/row-gm4t~nj6b~a4u2,93635.0,50528.0,50528,657679.0,4.0,,,,36.0,40.0,,,,,,,,40.0,POINT (-120.859407 37.063431),2311.0,6.0,6047.0,Merced,Merced County,6047.0,520 WEST I ST LOS BANOS CA,MEMORIAL HOSPITAL LOS BANOS - 06047,-120.85918960899996,37.06409769200008,4844.0,28193635.0,MEMORIAL HOSPITAL LOS BANOS,520 WEST I STREET,LOS BANOS,CA,93635.0,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,44.0,MERCED,06047,USA,37.0640976920001,-120.859189609,622110.0,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.oshpd.ca.gov/HID/Facility-Listing.html,2018-08-08T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.memoriallosbanos.org/,NOT AVAILABLE,NOT AVAILABLE,6.0,NON-PROFIT,-999.0,44.0,NOT AVAILABLE,Y,520 WEST I ST LOS BANOS CA,MEMORIAL HOSPITAL LOS BANOS - 06047
